engine_id,MAE
112,192.8057011795544
88,184.55698362147407
85,180.63728813559322
118,177.76901511457825
31,176.63539628180038
255,175.94476025704398
260,165.4377358490566
257,162.88745847176082
158,162.31086714841578
94,161.07422969187672
128,159.95096371882084
156,159.32474078341014
153,158.084375
105,157.54265873015873
135,157.25
180,156.94620991253646
51,156.71354781582056
149,155.37079831932772
64,153.40108695652174
148,152.98746867167918
81,152.67239300783606
103,152.30864004990644
32,151.75885093167707
203,150.2391874180865
131,149.83140985651903
106,148.13311688311688
11,147.97954545454544
240,146.6921926910299
242,144.9689510939511
146,144.96041105121296
2,144.88745085190038
124,144.77375415282393
251,144.5700996677741
41,143.93792517006804
254,143.8808954203691
84,143.17702609890108
228,143.0984693877551
239,142.82142857142856
171,142.5395100069013
245,140.59176096181045
181,140.56775210084032
127,140.28101045296168
190,139.9651567944251
164,139.7566738816739
12,139.1679292929293
145,137.73089285714286
134,137.28040293040294
91,137.27043446244477
47,136.1415750915751
196,136.00265957446808
76,135.62712805329383
218,135.31930501930503
236,135.3064209726444
232,135.0828947368421
159,134.9887218045113
157,133.48069498069498
48,132.66926291793314
220,132.582162373146
113,132.4670634920635
204,132.4449806949807
248,132.27166276346605
73,132.06420972644375
4,131.56424689440993
167,131.0029761904762
75,129.8484126984127
104,129.75968523002425
13,129.67714285714285
243,129.59417398244216
216,129.21649277688604
200,129.0891836734694
123,128.78714285714287
155,128.0455102040816
144,127.72460776218001
215,127.27714285714286
161,126.8521882741536
150,126.83067226890756
80,126.82836134453781
42,126.71890756302521
50,126.66974789915967
223,126.24294268605645
206,125.75105042016807
109,125.69082840236686
168,124.89264069264068
110,124.63991596638655
191,124.35969387755102
199,124.01466836734696
39,123.11305872042067
61,123.10671514114627
140,122.51270815074496
211,122.42506573181421
100,122.25580357142857
101,122.05111607142858
121,121.41644204851752
43,121.39330357142858
23,121.23928571428573
37,121.19204851752019
160,120.85200892857142
237,120.53458408679928
116,120.50483870967741
147,120.26635944700458
15,120.23417721518987
142,120.17515923566879
198,119.85273654916512
44,119.76089981447124
183,119.71705069124425
259,119.68506493506493
36,119.64332706766918
189,119.45456600361663
3,119.32764976958528
175,119.31928571428573
25,119.27133580705011
34,119.2555658627087
18,119.23915009041593
96,119.05891719745223
65,118.97718894009219
115,118.8933179723502
9,118.2569980694981
163,118.25657894736842
166,118.06746031746032
138,117.81543624161074
28,117.45158197507187
114,117.09868421052632
129,117.07190476190476
82,117.03547459252157
182,117.0141418983701
99,116.96738095238096
209,116.87214285714285
249,116.7452380952381
111,116.68288590604027
247,116.55172413793103
202,116.48768472906404
126,116.08011583011584
46,116.0292857142857
54,115.79826254826256
205,115.28206997084548
72,115.1564039408867
174,115.03546277665995
222,114.89285714285714
14,114.74798792756539
213,114.592118226601
95,114.59037900874635
40,114.49823943661971
154,114.45900402414487
162,113.88711288711288
246,113.84665334665335
35,113.51379310344828
139,113.3543956043956
71,113.15034965034964
33,113.01289682539684
22,113.0125
186,112.98401598401597
59,112.78471528471532
201,112.62397959183674
24,112.60969387755102
195,112.48663926002057
21,112.33695652173913
233,112.17189105858169
86,111.72661870503597
26,111.57275132275133
89,111.49739311783105
93,111.42805383022774
122,111.06929637526652
210,110.44844253490871
90,110.30787278415015
10,110.140977443609
230,110.0542328042328
92,109.98566214807092
169,109.97974413646055
62,109.96965628356607
207,109.8203544575725
235,109.61444805194806
68,109.59275053304904
132,109.32819264069263
152,109.28517722878625
250,109.05853920515574
130,108.84780219780218
227,108.59129967776586
77,108.44029850746269
241,108.15530303030303
170,107.72907366071428
221,107.45303712035995
79,107.45027472527472
60,107.41228571428572
177,107.34587912087912
17,107.2530454042082
179,107.00686813186813
151,106.12714285714286
38,106.106
117,105.88085714285714
27,105.858
226,105.57199100112487
224,105.46196283391406
229,105.40000000000002
6,105.16157834101382
172,104.82955865272938
52,104.63588850174216
7,104.2212543554007
119,104.03368176538909
193,103.78839285714284
66,103.27911164465783
83,103.23979591836732
187,102.65964590964589
125,102.62087912087914
63,102.05189255189255
49,102.00030525030526
184,101.94821428571429
87,101.24219687875149
30,101.04844720496894
98,100.87267080745342
143,100.73757763975155
141,100.27551020408161
256,100.22927295918369
19,100.0188137755102
185,99.96071428571429
102,99.94437420986094
165,99.55294486215539
56,99.28156887755101
176,98.80815423514538
78,98.80292207792206
217,98.71266233766234
58,98.38798701298703
55,97.52810846560848
136,97.30111402359108
234,97.20271164021166
133,97.01058201058203
74,95.99465954606143
225,95.72925170068027
108,95.70238095238095
219,95.59659863945579
20,95.48994452149792
70,95.29387755102042
238,94.97721088435372
5,94.74618585298195
197,93.74029126213593
8,93.2
208,93.13275613275614
16,93.08980582524272
173,92.52071428571429
29,92.05071428571428
253,91.93986880466471
137,91.92673048600882
45,91.87535714285714
178,91.81480117820324
194,91.64101620029456
53,91.269882179676
1,91.11771137026238
212,90.97704081632654
188,90.78460972017672
97,90.54863221884497
67,90.21770516717326
107,89.85942249240124
258,89.74107142857144
214,89.40601503759397
231,89.34754224270353
57,86.63884430176566
69,85.66512605042016
252,85.13945578231294
192,83.6990418118467
120,81.7092490842491
244,79.33673469387755
